Team,AutoD1Cross,AutoD1Reach,AutoD2Cross,AutoD2Reach,AutoD3Cross,AutoD3Reach,AutoD4Cross,AutoD4Reach,AutoD5Cross,AutoD5Reach,AutoHighShotMade,AutoHighShotAtt,AutoLowShotMade,AutoLowShotAtt,AutoTotalPoints,TeleOpD1Cross,TeleOpD1Att,TeleOpD2Cross,TeleOpD2Att,TeleOpD3Cross,TeleOpD3Att,TeleOpD4Cross,TeleOpD4Att,TeleOpD5Cross,TeleOpD5Att,ChallengeScale,TeleOpHighShotMade,TeleOpHighShotAtt,TeleOpLowShotMade,TeleOpLowShotAtt,TeleOpTotalPoints,TotalPoints,Defense,Match,Alliance,AutoCross,AutoReach,TeleCross,TeleCrossRaw
3138,0,0,1,1,0,0,0,0,0,0,1,1,0,0,20,0,0,1,1,3,3,0,0,0,0,1,1,1,0,0,25,45,0,80,red,True,False,3,4
1014,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,2,2,0,0,1,1,2,0,1,25,35,0,80,red,True,False,3,3
4085,0,0,0,0,1,1,0,0,0,0,2,2,0,0,30,0,0,0,0,2,2,2,2,0,0,2,0,0,0,0,35,65,0,80,blue,True,False,4,4
120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,0,0,0,0,0,1,1,0,4,6,0,0,35,45,0,80,blue,True,False,3,3
3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,blue,False,False,0,0
6181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,15,25,0,81,red,True,False,2,2
1708,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,4,4,0,0,0,0,0,0,0,0,1,0,0,5,5,25,35,0,81,red,True,False,2,4
3504,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0,1,2,1,1,0,0,1,0,0,0,1,15,25,0,81,red,True,False,2,2
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,1,0,0,1,0,0,1,1,32,32,0,81,blue,False,False,5,5
5749,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,14,24,0,81,blue,True,False,1,1
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,blue,False,False,0,0
4115,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,0,1,1,2,2,0,0,15,25,0,82,red,True,False,0,0
144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,1,0,0,2,3,14,24,0,82,red,True,False,1,1
5492,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,2,2,0,0,1,1,1,1,0,0,1,1,1,1,2,32,42,0,82,red,True,False,4,4
3492,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,1,1,1,1,0,0,1,0,0,2,6,24,34,0,82,blue,True,False,3,3
6185,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,15,25,0,82,blue,True,False,2,2
3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,blue,False,False,0,0
554,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,1,0,0,4,5,18,28,0,83,red,True,False,1,1
1308,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,2,0,0,0,0,3,3,1,0,0,0,0,30,40,0,83,red,True,False,5,6
128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,1,1,0,0,1,0,0,1,1,22,24,0,83,red,False,True,3,3
3777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,83,blue,False,True,2,2
3821,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,blue,False,False,0,0
4213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,blue,False,False,0,0
2603,1,1,0,0,0,0,0,0,0,1,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,10,20,0,84,red,True,False,1,1
245,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,2,3,0,0,0,0,1,1,0,4,4,0,0,35,45,0,84,red,True,False,3,3
868,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,1,1,1,1,2,2,0,0,1,0,0,0,0,25,35,0,84,red,True,False,4,4
1985,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,2,2,1,1,0,0,0,0,1,1,1,2,2,34,44,0,84,blue,True,False,4,4
1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,blue,False,False,0,0
5413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,blue,False,False,0,0
3484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,0,0,3,3,31,31,0,85,red,False,False,4,5
48,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,1,0,4,7,1,1,27,37,0,85,red,True,False,1,1
6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,1,1,0,0,1,0,0,0,0,25,25,0,85,red,False,False,4,4
3814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,0,2,2,29,31,0,85,blue,False,True,2,2
4085,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,20,0,85,blue,True,False,1,1
451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,blue,False,False,0,0
120,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,2,2,1,4,0,0,30,40,0,86,blue,True,False,2,2
3324,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,2,3,1,1,2,3,0,0,1,0,0,0,0,30,40,0,86,,True,False,5,5
868,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,2,2,1,1,0,0,0,0,1,1,2,0,0,35,45,0,86,,True,False,5,5
451,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,1,1,1,0,0,5,6,25,35,0,86,,True,False,2,2
5492,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,1,1,2,2,5,5,0,0,0,0,1,0,0,0,0,30,40,0,86,,True,False,5,8
5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,blue,False,False,0,0
2051,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,25,35,0,87,red,True,False,4,4
1708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,1,1,0,0,0,0,0,0,0,4,7,23,25,0,87,red,False,True,3,3
4145,1,1,0,0,0,0,0,0,0,0,0,0,1,1,15,0,0,2,2,1,1,0,0,0,0,1,2,2,1,1,32,47,0,87,red,True,False,3,3
5492,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,2,2,0,0,0,0,0,0,0,0,1,0,1,4,4,23,33,0,87,blue,True,False,2,2
4284,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,87,blue,True,False,0,0
5667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,blue,False,False,0,0
2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,2,0,0,0,0,1,3,4,0,0,30,40,0,88,red,True,False,2,2
1014,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,2,2,0,0,0,0,1,0,0,3,6,26,31,0,88,red,False,False,3,3
4256,0,0,0,0,0,0,1,1,0,0,1,1,0,0,20,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,20,40,0,88,red,True,False,3,3
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,blue,False,False,0,0
4028,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,1,1,1,1,0,0,0,0,0,5,6,0,0,35,45,0,88,blue,True,False,2,2
6185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,blue,False,False,0,0
